year,week,state,county,temperature,precipitation,ndvi,fire
2023,4,Arizona,Coconino,3.73195939022774,0.0943627153769715,0.0815914117675246,0
2023,4,Arizona,Gila,7.44164232580084,0.0,0.302456920390368,0
2023,4,Arizona,Graham,9.62516517744744,0.0152981232432323,0.19994862392218,0
2023,4,Arizona,Greenlee,7.91885234354263,0.15026057820364,0.204558319353173,0
2023,4,Arizona,La Paz,16.3803062062985,0.0,0.175918084622866,0
2023,4,Arizona,Maricopa,14.7473636536435,0.0,0.244449559258302,0
2023,4,Arizona,Mohave,9.28366733297592,0.0001904384880243,0.18124731330939,0
2023,4,Arizona,Navajo,3.66294257492836,0.317160418147837,0.0731831732154273,0
2023,4,Arizona,Pima,14.7792753419489,0.0008727290126855,0.227327050570989,0
2023,4,Arizona,Pinal,13.9242946754731,0.0,0.279790276028849,0
2023,4,Arizona,Santa Cruz,12.3373802160598,0.284682586778784,0.24044979919886,0
2023,4,Arizona,Yavapai,9.03386465547881,0.0563082674203985,0.246008486627624,0
2023,4,Arizona,Yuma,17.2981353319503,0.0,0.15253463495182,0
2023,5,Arizona,Apache,7.28931901945887,0.0625165297229594,0.12877256552517,0
2023,5,Arizona,Cochise,16.5080066085496,0.1713942326161,0.215125384858816,1
2023,5,Arizona,Coconino,6.56814533045277,0.0562416484423492,0.0981265486979561,0
2023,5,Arizona,Gila,12.5727421565914,0.272259834878501,0.359027574319508,0
2023,5,Arizona,Graham,15.298603782038,0.443513227747823,0.239665384907956,0
2023,5,Arizona,Greenlee,13.4050535917691,0.0260242056123983,0.223904516759143,0
2023,5,Arizona,La Paz,17.4610100275519,0.114113922355526,0.132053679546052,0
2023,5,Arizona,Maricopa,17.8556695944892,0.206795528603379,0.200192905088467,0
2023,5,Arizona,Mohave,11.1831134666732,0.0620446974349136,0.164047953454797,0
2023,5,Arizona,Navajo,7.60526361065781,0.0380011215849915,0.112291505408831,0
2023,5,Arizona,Pima,17.9184579005506,0.409148471966615,0.181276127821995,1
2023,5,Arizona,Pinal,18.7338185893132,0.235432179868646,0.266972401084779,0
2023,5,Arizona,Santa Cruz,16.0986720829324,0.320096484665407,0.24256604836221,0
2023,5,Arizona,Yavapai,12.1519841357452,0.274761226038007,0.21050321545424,0
2023,5,Arizona,Yuma,17.9553916040589,0.29803996499126,0.118124020124505,0
2023,6,Arizona,Apache,7.2028347821019505,0.371182218953252,0.140438950278367,0
2023,6,Arizona,Cochise,15.3039656930163,0.111215634879579,0.196619696486601,0
2023,6,Arizona,Coconino,7.33764042776845,0.843906911599993,0.135407389042362,0
2023,6,Arizona,Gila,11.4998641405234,0.286784750614243,0.340634547167365,0
2023,6,Arizona,Graham,13.3089588719021,0.382447689164608,0.227930533705798,0
2023,6,Arizona,Greenlee,11.3011848476363,0.296595725183541,0.24947826297038,0
2023,6,Arizona,La Paz,19.7376615425007,0.0369382822773286,0.177472612618074,1
2023,6,Arizona,Maricopa,19.3215666712253,0.0867748555179655,0.25163046873539,0
2023,6,Arizona,Mohave,12.6018424077154,0.436661422041465,0.188196418183529,0
2023,6,Arizona,Navajo,8.0753858526895,0.362415787858372,0.13412913594384,0
2023,6,Arizona,Pima,18.7703510130911,0.159852438819293,0.212150949796318,1
2023,6,Arizona,Pinal,18.2323276409991,0.404495469813715,0.264838645912833,0
2023,6,Arizona,Santa Cruz,16.1774186107018,0.0161805125346514,0.231834448217149,0
2023,6,Arizona,Yavapai,13.012595091351,0.648812485000197,0.273075513900657,0
2023,6,Arizona,Yuma,20.824876802334,0.0204624683379806,0.168338737582244,0
2023,7,Arizona,Apache,3.50777820443781,1.48769789080248,0.0688857291779072,0
2023,7,Arizona,Cochise,11.9573259271592,0.619380708529699,0.147991968098549,0
2023,7,Arizona,Coconino,3.91354037331191,1.13759570235401,0.0947078233861684,0
2023,7,Arizona,Gila,7.76061755647498,2.21936575502026,0.17419318154964,0
2023,7,Arizona,Graham,10.5512889375227,0.0900691210696945,0.159734758305743,0
2023,7,Arizona,Greenlee,8.65282122998842,0.0863826553239558,0.156249861178183,0
2023,7,Arizona,La Paz,16.397738972703,0.390321333271357,0.131229261504088,0
2023,7,Arizona,Maricopa,15.4150306455039,0.153513660255891,0.170799524779314,0
2023,7,Arizona,Mohave,9.44463965030145,0.850174959397036,0.134305701114188,0
2023,7,Arizona,Navajo,3.92936426991395,1.27755354282533,0.0589629778480982,0
2023,7,Arizona,Pima,14.8415732465111,0.425807858549203,0.164398753372641,1
2023,7,Arizona,Pinal,15.2130775879622,0.181223054696471,0.211260228761117,0
2023,7,Arizona,Santa Cruz,11.8566561334468,0.0698983212790252,0.163102951487887,0
2023,7,Arizona,Yavapai,8.73762107388496,0.66900230546255,0.14954817631153,0
2023,7,Arizona,Yuma,17.0244881994415,0.0775040040260724,0.119303715194384,0
2023,8,Arizona,Apache,9.34482933800044,1.07564125534079,0.073944546136236,0
2023,8,Arizona,Cochise,16.2077677231741,2.40866747740356,0.0681671080681947,0
2023,8,Arizona,Coconino,9.45355709465054,1.32122022173435,0.10539551673724,0
2023,8,Arizona,Gila,11.9614504737896,2.94404833028765,0.124376721642227,0
2023,8,Arizona,Graham,14.5536623162766,3.44602162340064,0.077271398542482,0
2023,8,Arizona,Greenlee,12.6322976579828,3.50647383176321,0.0737015436364941,0
2023,8,Arizona,La Paz,20.1483740614543,0.121018004642791,0.140609753466936,0
2023,8,Arizona,Maricopa,19.589115264714,1.17743840460473,0.213968974068208,0
2023,8,Arizona,Mohave,12.9056120361634,1.55999772949609,0.111791189787618,1
2023,8,Arizona,Navajo,10.1538876901589,0.667545829963204,0.0833446985083942,0
2023,8,Arizona,Pima,18.6168360390909,2.90234479231293,0.113281272563343,0
2023,8,Arizona,Pinal,18.7529522894867,3.47350069230447,0.139506020721826,0
2023,8,Arizona,Santa Cruz,15.6652519760266,4.33164541511011,0.0723652744426564,0
2023,8,Arizona,Yavapai,12.9498439835838,1.29982025654201,0.164914733136727,0
2023,8,Arizona,Yuma,21.0928398258239,0.246190751754714,0.144777031489658,0
2023,9,Arizona,Apache,10.8877443382148,1.00242720445707,0.0911746376737413,0
2023,9,Arizona,Cochise,16.760144032967,0.0362469214102952,0.173363027425938,0
2023,9,Arizona,Coconino,10.8230561364604,2.4892836420383,0.0730349050458981,0
2023,9,Arizona,Gila,12.8184057233224,2.58716286232641,0.20558835478138,0
2023,9,Arizona,Graham,14.5499338570319,0.137105928939018,0.189592653972462,0
2023,9,Arizona,Greenlee,13.0099574352018,0.303687596224506,0.185000094316518,0
2023,9,Arizona,La Paz,20.7772780424611,0.14805170218653,0.165649504597833,0
2023,9,Arizona,Maricopa,19.4500371051554,0.771161666567282,0.216600837986336,0
2023,9,Arizona,Mohave,14.428063641092,1.50287237680362,0.0973467763162126,0
2023,9,Arizona,Navajo,11.9475501089124,1.0782085374177,0.0883179413178117,0
2023,9,Arizona,Pima,18.8876511374158,0.0686465295745262,0.217964321082713,0
2023,9,Arizona,Pinal,18.5838850357476,0.105565594431897,0.271914887209044,0
2023,9,Arizona,Santa Cruz,16.5986093718185,0.0533892637575504,0.194832352346588,0
2023,9,Arizona,Yavapai,13.4175797429096,2.7385623575646,0.117764671482829,0
2023,9,Arizona,Yuma,21.7814248851716,0.0016084837057202,0.158749226057385,0
2023,10,Arizona,Apache,13.4496016780398,0.487311000095123,0.0949156944804169,0
2023,10,Arizona,Cochise,22.9280482103472,0.12332567927267,0.141433591555855,0
2023,10,Arizona,Coconino,12.4842476422699,1.17563671646967,0.0907592278130849,0
2023,10,Arizona,Gila,17.0023997111281,0.273418885626306,0.231417501807552,0
2023,10,Arizona,Graham,20.0004199157198,0.255714432799238,0.175269527962155,0
2023,10,Arizona,Greenlee,17.8625338789649,0.242535463282249,0.178103452997745,0
2023,10,Arizona,La Paz,22.2437215139367,0.503219475116154,0.106462403445296,0
2023,10,Arizona,Maricopa,22.7658155506696,0.578115672296907,0.178133167507191,0
2023,10,Arizona,Mohave,14.6529644036079,1.02543769625774,0.101759136320688,0
2023,10,Arizona,Navajo,14.4475208404484,0.633880717443213,0.102826485677816,0
2023,10,Arizona,Pima,23.7340511524955,0.354704028722933,0.194707530635241,0
2023,10,Arizona,Pinal,23.1907778019074,0.465409349676375,0.24173159352714,0
2023,10,Arizona,Santa Cruz,22.5144242543422,0.440773051982353,0.167110373529355,1
2023,10,Arizona,Yavapai,15.9286805480499,0.492735530356993,0.146846751564459,0
2023,10,Arizona,Yuma,24.1649933987695,0.627183034075048,0.0926399144144518,0
2023,11,Arizona,Apache,10.4513268554017,1.07771777707017,0.115458834025378,0
2023,11,Arizona,Cochise,19.4646967224096,0.785222904303469,0.14374484806108,1
2023,11,Arizona,Coconino,11.4653113558429,2.29102341640342,0.132289758481305,0
2023,11,Arizona,Gila,14.852789110031,1.33661697582881,0.254519682823228,0
2023,11,Arizona,Graham,17.0133038976206,0.823692085540996,0.176114809353425,0
2023,11,Arizona,Greenlee,14.8617796095396,1.18815147996323,0.175104803165764,0
2023,11,Arizona,La Paz,22.5569087853007,1.39765046782277,0.149615251914797,0
2023,11,Arizona,Maricopa,22.5204531200526,2.03195652527875,0.215900798673054,0
2023,11,Arizona,Mohave,15.3664644192148,3.21907919876718,0.163735997097958,0
2023,11,Arizona,Navajo,11.9624849160038,1.06984505122062,0.130343086189585,0
2023,11,Arizona,Pima,22.3846846620209,0.755240992669384,0.189180045877224,1
2023,11,Arizona,Pinal,21.6718464023714,1.45925636237688,0.255117964567786,0
2023,11,Arizona,Santa Cruz,19.556906140239,1.38961484596971,0.174307086820159,1
2023,11,Arizona,Yavapai,15.235900014532,2.06810619935321,0.215742991524069,0
2023,11,Arizona,Yuma,25.0501515264709,0.890879161864511,0.136075539129056,0
2023,12,Arizona,Apache,7.42236034084573,3.21149540917687,0.0735216231032772,0
2023,12,Arizona,Cochise,17.5897157899574,0.825941006734016,0.132895083292688,0
2023,12,Arizona,Coconino,7.67399181479152,4.2518898620831,0.0622498993196062,0
2023,12,Arizona,Gila,10.992813054337,7.88961252121429,0.141246188673629,0
2023,12,Arizona,Graham,14.315596601115,2.65074651924729,0.143245753337621,0
2023,12,Arizona,Greenlee,12.1806221039138,1.5003087512736,0.149430376472263,0
2023,12,Arizona,La Paz,19.4166916175803,1.66437727103597,0.132853891747734,0
2023,12,Arizona,Maricopa,19.2449365580897,1.67075192306494,0.164937676798681,0
2023,12,Arizona,Mohave,11.6764469518814,2.9043658864464,0.106877999759816,0
2023,12,Arizona,Navajo,8.45932971395157,3.45936804342081,0.0747173943144824,0
2023,12,Arizona,Pima,19.8242997924769,1.35173732687074,0.152009354967029,0
2023,12,Arizona,Pinal,18.9543047490572,2.6446023082418,0.186579551082001,0
2023,12,Arizona,Santa Cruz,16.9438541019009,0.552910119191645,0.155266643416631,1
2023,12,Arizona,Yavapai,11.0858175960902,6.73966349668615,0.114336117118646,0
2023,12,Arizona,Yuma,21.8205022625174,0.232813874891479,0.1226777076668,1
2023,13,Arizona,Apache,11.4584085162545,0.138116118899425,0.146393191999124,0
2023,13,Arizona,Cochise,21.380558990641,0.0251716729218429,0.217625260310978,1
2023,13,Arizona,Coconino,11.0151972714641,0.214201321299544,0.165285617205092,0
2023,13,Arizona,Gila,15.4392175491812,0.0,0.324694624698612,0
2023,13,Arizona,Graham,18.4797066040323,0.0142166060592915,0.287255433706423,0
2023,13,Arizona,Greenlee,16.6933616571805,0.0,0.298541583517846,0
2023,13,Arizona,La Paz,21.9716528270548,0.0,0.200580032484484,0
2023,13,Arizona,Maricopa,22.1679997101607,0.0,0.278929493397224,0
2023,13,Arizona,Mohave,14.4189049906694,0.469909549277765,0.213040041949464,1
2023,13,Arizona,Navajo,12.1691975463871,0.0803785479364201,0.145752778363804,0
2023,13,Arizona,Pima,22.6671606207413,0.0051524150108618,0.247388093007959,1
2023,13,Arizona,Pinal,22.3489152559232,0.0015068850285207,0.312607794615991,0
2023,13,Arizona,Santa Cruz,20.8661405794746,0.0,0.271418789628057,0
2023,13,Arizona,Yavapai,15.1276597157396,0.0493986240941006,0.270060900248768,0
2023,13,Arizona,Yuma,23.3457657024129,0.0,0.168570139994314,0
2023,14,Arizona,Apache,13.4294626106503,0.0464231324232304,0.184390811578111,0
2023,14,Arizona,Cochise,21.559129982354,0.0,0.233337859909682,1
2023,14,Arizona,Coconino,12.9126198204798,0.0904881364609243,0.18931719635096,0
2023,14,Arizona,Gila,17.0435486125502,0.0302093934328344,0.385912979797103,1
2023,14,Arizona,Graham,19.4865686634953,0.0,0.290865262677719,0
2023,14,Arizona,Greenlee,17.6640796803282,0.010514585189626,0.301499816185556,0
2023,14,Arizona,La Paz,23.7816661949711,0.0098555897746193,0.192313999161909,0
2023,14,Arizona,Maricopa,23.5995077861671,0.0149729117530947,0.27358271412115,0
2023,14,Arizona,Mohave,16.1436867789761,0.0475094026207992,0.211369772050694,0
2023,14,Arizona,Navajo,14.2184154980568,0.0357541290476509,0.183045532134286,0
2023,14,Arizona,Pima,23.7244040191331,0.0230250740180617,0.244861933392284,1
2023,14,Arizona,Pinal,23.4239008356068,0.0039170023206767,0.327513604173923,0
2023,14,Arizona,Santa Cruz,21.4852790677076,0.0043938485323064,0.272303098759872,0
2023,14,Arizona,Yavapai,16.8991101933266,0.0795104623751451,0.290830010505806,1
2023,14,Arizona,Yuma,24.7037547100042,0.0070568791511635,0.159726291782634,0
2023,15,Arizona,Apache,20.054988875694,0.409699149043051,0.20013695049996,0
2023,15,Arizona,Cochise,26.7157988545544,0.100801771851639,0.234987434226298,1
2023,15,Arizona,Coconino,20.6575713468835,0.527671205446029,0.186204019221358,0
2023,15,Arizona,Gila,23.9048636539145,0.327073603540096,0.404787170019529,0
2023,15,Arizona,Graham,25.6885192305752,0.186619238034567,0.294308684972836,0
2023,15,Arizona,Greenlee,23.7458280704083,0.182821816708289,0.28612367673447,0
2023,15,Arizona,La Paz,30.5717298998716,0.120750691014942,0.167441979140966,0
2023,15,Arizona,Maricopa,30.3427267896552,0.198747852913453,0.245701968335079,0
2023,15,Arizona,Mohave,24.4976235878653,0.553809528546787,0.221227814891727,0
2023,15,Arizona,Navajo,21.1665266815112,0.324694866176191,0.192890564642818,0
2023,15,Arizona,Pima,30.0483083242617,0.130028705959987,0.234653356245592,0
2023,15,Arizona,Pinal,30.3907031273651,0.151278443979005,0.301818511168976,1
2023,15,Arizona,Santa Cruz,26.8343830610089,0.043876750184971,0.264847806482136,1
2023,15,Arizona,Yavapai,24.0862605231604,0.476211486814961,0.272718327417426,1
2023,15,Arizona,Yuma,31.2174547420717,0.0781163306291158,0.145406231314678,0
2023,16,Arizona,Apache,17.992520224154,0.201952695486804,0.238125160252744,0
2023,16,Arizona,Cochise,26.2831190928921,0.0149088144379111,0.249581319216582,1
2023,16,Arizona,Coconino,19.0245936248081,0.422433635061491,0.241020362011508,0
2023,16,Arizona,Gila,22.5326697462605,0.0340578838657543,0.42846343174137,0
2023,16,Arizona,Graham,24.5753759147428,0.0386611927191122,0.306631443500876,0
2023,16,Arizona,Greenlee,22.8105031435217,0.0,0.32228295540395,0
2023,16,Arizona,La Paz,29.7140541980745,0.009879078783177,0.182566034104686,0
2023,16,Arizona,Maricopa,29.811112099756,0.0413399163481844,0.249365909061686,0
2023,16,Arizona,Mohave,22.4748496925697,0.462148613911443,0.264553759421668,0
2023,16,Arizona,Navajo,19.4343036996034,0.198589570964712,0.217406319496192,0
2023,16,Arizona,Pima,29.4833420318831,0.0068367670879786,0.241371205473447,1
2023,16,Arizona,Pinal,29.1278199048355,0.0129155104473705,0.304919174380267,0
2023,16,Arizona,Santa Cruz,26.1572262759144,0.002262518855853,0.30536302779947,0
2023,16,Arizona,Yavapai,23.0070355590677,0.284992265718843,0.33197922448444,0
2023,16,Arizona,Yuma,31.0554140642019,0.0,0.156145228444749,0
2023,17,Arizona,Apache,20.0711080123003,0.292341173609308,0.215484713653156,0
2023,17,Arizona,Cochise,27.7985544932177,0.0069378730781516,0.246080290614679,1
2023,17,Arizona,Coconino,22.0296194072292,0.0951066764776993,0.241583543436199,0
2023,17,Arizona,Gila,25.061946839014,0.323793190931739,0.383766335630699,0
2023,17,Arizona,Graham,26.4055675998234,0.0386586262913328,0.281647112594688,0
2023,17,Arizona,Greenlee,24.257577835567,0.191800669645456,0.285829051187238,0
2023,17,Arizona,La Paz,33.7925498530566,0.047454755845742,0.162628257877592,0
2023,17,Arizona,Maricopa,32.7827034301626,0.0398101274073233,0.234927602606241,1
2023,17,Arizona,Mohave,27.0775386209951,0.0016025370535899,0.249366782452247,0
2023,17,Arizona,Navajo,21.6906059621879,0.197396495135529,0.199802070199567,0
2023,17,Arizona,Pima,31.9159096401437,0.0090447696869998,0.235553065471752,0
2023,17,Arizona,Pinal,31.7398075331441,0.017702626112216,0.28739351093001,1
2023,17,Arizona,Santa Cruz,28.1630330618269,0.0,0.30760405757474,0
2023,17,Arizona,Yavapai,26.6166419560373,0.0404449210887032,0.33608168507947,0
2023,17,Arizona,Yuma,34.5249252757133,0.003232836733548,0.151196405585854,0
2023,18,Arizona,Apache,22.456119541498,0.146162806485883,0.241564810040098,0
2023,18,Arizona,Cochise,26.6884007673877,0.499922490368475,0.192756617118887,1
2023,18,Arizona,Coconino,21.9474328417948,0.346595296142674,0.22969843091336,0
2023,18,Arizona,Gila,24.4049389688014,0.0034166574580562,0.40575332099114,0
2023,18,Arizona,Graham,26.4705896717991,0.0840961126776756,0.269357711150351,1
2023,18,Arizona,Greenlee,24.7848228597278,0.145453783053394,0.270518220512021,0
2023,18,Arizona,La Paz,29.8085720419721,0.0097907986730493,0.16523325298979,0
2023,18,Arizona,Maricopa,29.8884746084771,0.0015036195281159,0.226669962620917,0
2023,18,Arizona,Mohave,24.0864001095384,0.0299541343391517,0.22009865820097,1
2023,18,Arizona,Navajo,23.2903432705578,0.268739520713683,0.228123651748857,0
2023,18,Arizona,Pima,29.5954072332413,0.0131635512170189,0.214396039741695,1
2023,18,Arizona,Pinal,30.5679588489848,0.0045920530457107,0.276965593927773,1
2023,18,Arizona,Santa Cruz,26.4066575834184,0.161239694415094,0.24264762596935,0
2023,18,Arizona,Yavapai,23.4707920816212,0.0074829609730353,0.32033423723425,0
2023,18,Arizona,Yuma,30.1632518060985,0.0,0.145802109731893,0
2023,19,Arizona,Apache,22.3285764458217,0.176162814442793,0.221118321523313,0
2023,19,Arizona,Cochise,27.9844894296661,0.0021714620323145,0.268021215924742,1
2023,19,Arizona,Coconino,22.8075309193366,0.154988542565067,0.24366690895433,1
2023,19,Arizona,Gila,25.1843967907923,0.0,0.371470463919635,0
2023,19,Arizona,Graham,27.0902265513738,0.0,0.282952166490038,0
2023,19,Arizona,Greenlee,25.6812261583642,0.0,0.294608290911539,0
2023,19,Arizona,La Paz,32.673546724307,0.0042187326264148,0.166428213292156,0
2023,19,Arizona,Maricopa,31.5253253245103,0.0014122176582613,0.222446555508676,1
2023,19,Arizona,Mohave,26.5785817511055,0.26980797796983,0.255681861102499,0
2023,19,Arizona,Navajo,23.4038004058604,0.0487541604573438,0.192372166376766,0
2023,19,Arizona,Pima,31.2674428332742,0.0,0.229522527771647,0
2023,19,Arizona,Pinal,31.2774283822343,0.0,0.267655035652588,1
2023,19,Arizona,Santa Cruz,28.2801552468242,0.0,0.327065221905103,0
2023,19,Arizona,Yavapai,25.3813788337208,0.004746345911988,0.337556163218685,0
2023,19,Arizona,Yuma,32.8336492003754,0.0,0.150533899755652,0
2023,20,Arizona,Apache,22.7898919980818,1.47021676466798,0.164085505164451,0
2023,20,Arizona,Cochise,28.0851588710612,0.382015717709267,0.213816933805257,0
2023,20,Arizona,Coconino,25.2837247198112,1.11624118103086,0.198319566387355,0
2023,20,Arizona,Gila,27.634577786059,1.41121446982007,0.363801865864004,0
2023,20,Arizona,Graham,27.8423499144654,1.07168499747257,0.267059630390199,0
2023,20,Arizona,Greenlee,25.1483622766892,1.66376576458622,0.222922217948795,0
2023,20,Arizona,La Paz,36.8352924933532,0.101187349094746,0.144517809059813,0
2023,20,Arizona,Maricopa,35.6807058143127,0.347584049145804,0.19109244665861,1
2023,20,Arizona,Mohave,31.1139584482734,0.273780122087691,0.232023199348782,0
2023,20,Arizona,Navajo,24.6522357322962,1.21847062331169,0.169237203839929,0
2023,20,Arizona,Pima,34.0258149720957,0.516019006654731,0.204066893824052,0
2023,20,Arizona,Pinal,34.5583295334783,0.498431061563145,0.251451186054099,0
2023,20,Arizona,Santa Cruz,29.0487765339122,0.152755777868923,0.255393745234103,1
2023,20,Arizona,Yavapai,28.8996483758565,1.90343005985392,0.314661129587583,0
2023,20,Arizona,Yuma,36.6337922235134,0.037152326025439,0.132967850811993,0
2023,21,Arizona,Apache,25.435986633887,0.0457501920938912,0.258672316602087,0
2023,21,Arizona,Cochise,31.102995390308,0.0,0.263384304183934,0
2023,21,Arizona,Coconino,26.1489891984265,0.15833292726912,0.25476528201989,1
2023,21,Arizona,Gila,28.8437065135283,0.0,0.438772498576036,1
2023,21,Arizona,Graham,30.669965573402,0.0029209679166185,0.309150071442769,0
2023,21,Arizona,Greenlee,28.6082642906144,0.0,0.331915941732883,0
2023,21,Arizona,La Paz,35.8834908927537,0.0,0.160308159166716,0
2023,21,Arizona,Maricopa,35.5189471949154,0.0,0.218394129783088,0
2023,21,Arizona,Mohave,30.3076327759149,0.227732436895955,0.226660374713381,1
2023,21,Arizona,Navajo,26.7617994130881,0.0381166991675071,0.245760102581742,0
2023,21,Arizona,Pima,34.659076213146,0.0,0.23162481543309,1
2023,21,Arizona,Pinal,35.5028866624884,0.0,0.273569105717164,0
2023,21,Arizona,Santa Cruz,30.9037067902151,0.0,0.334933218643571,0
2023,21,Arizona,Yavapai,28.7047577687926,0.0,0.336815343719189,1
2023,21,Arizona,Yuma,35.9795104611354,0.0,0.14558139332486,0
2023,22,Arizona,Apache,24.8302636728798,0.0596136666646827,0.267046879842702,0
2023,22,Arizona,Cochise,29.4473135767292,0.0079157474095123,0.260333988600047,1
2023,22,Arizona,Coconino,25.7245838767761,0.069982290710883,0.250281553742875,1
2023,22,Arizona,Gila,27.6899611101398,0.0,0.409318517153799,1
2023,22,Arizona,Graham,29.1200146731586,0.0238067367281358,0.302155906057979,0
2023,22,Arizona,Greenlee,27.2212432311481,0.0633043989481251,0.337728299048564,0
2023,22,Arizona,La Paz,33.985233247494,0.0,0.157338968830496,0
2023,22,Arizona,Maricopa,33.6839578083659,0.0,0.212275315034722,1
2023,22,Arizona,Mohave,29.5761345345816,0.0304570450879916,0.239067465260714,0
2023,22,Arizona,Navajo,26.0936900939554,0.0219537709219357,0.234912190467991,0
2023,22,Arizona,Pima,32.8347825947741,0.0004240768053126,0.216133344774716,0
2023,22,Arizona,Pinal,33.919159610911,0.0016996146638264,0.260145441747304,0
2023,22,Arizona,Santa Cruz,29.2658152265526,0.0647021893434386,0.300583186916208,0
2023,22,Arizona,Yavapai,27.6937333582964,0.0011849877211435,0.333550738918574,0
2023,22,Arizona,Yuma,33.7459891439445,0.0,0.144086133943231,0
2023,23,Arizona,Apache,25.952794699168,0.619025453064785,0.234882962838799,0
2023,23,Arizona,Cochise,30.7486778862503,0.293928529608973,0.187121755164727,1
2023,23,Arizona,Coconino,26.5141858244295,0.0572113016464036,0.25323293602395,1
2023,23,Arizona,Gila,29.0081274693975,0.0215923790095088,0.400449751136715,0
2023,23,Arizona,Graham,30.4285736487919,0.212070582928385,0.26645265200225,0
2023,23,Arizona,Greenlee,28.1152603006203,0.29523616219812,0.290558805475962,0
2023,23,Arizona,La Paz,34.6230540993864,0.0,0.154520986597783,0
2023,23,Arizona,Maricopa,34.7730384369724,4.57269401495747e-06,0.202043725437324,1
2023,23,Arizona,Mohave,30.2820267587855,0.0084956975389728,0.223337512737235,0
2023,23,Arizona,Navajo,27.2724113630786,0.228298797079164,0.233939137619854,0
