state,county,datetime,year,week
Texas,Clay,2024-09-07 22:45:26,2024,88
Texas,Palo Pinto,2024-09-07 21:37:41,2024,88
Texas,Palo Pinto,2024-08-28 12:17:00,2024,87
Texas,Jefferson,2023-08-29 07:13:00,2023,35
Texas,Jefferson,2023-10-24 15:05:00,2023,43
Texas,Jefferson,2023-10-24 19:40:00,2023,43
Texas,Jefferson,2023-08-09 04:00:00,2023,32
Texas,Jefferson,2023-08-12 13:02:02,2023,32
Texas,Hidalgo,2024-02-04 20:06:26,2024,58
Texas,Cherokee,2024-10-07 21:18:00,2024,93
Texas,Trinity,2024-10-05 21:53:00,2024,92
Texas,Walker,2024-10-07 20:40:00,2024,93
Texas,Williamson,2024-10-07 23:50:51,2024,93
Texas,Caldwell,2024-10-07 20:19:06,2024,93
Texas,Harris,2024-10-06 20:08:00,2024,93
Texas,Anderson,2024-09-27 21:32:00,2024,91
Texas,Houston,2024-09-27 21:45:00,2024,91
Texas,Fayette,2024-09-09 19:50:33,2024,89
Texas,Grimes,2024-10-04 17:47:04,2024,92
Texas,Limestone,2024-10-03 18:58:10,2024,92
Texas,Limestone,2024-09-29 19:10:20,2024,92
Texas,Walker,2024-09-28 13:58:25,2024,91
Texas,Anderson,2024-09-27 20:23:00,2024,91
Texas,Walker,2024-09-29 03:06:00,2024,92
Texas,Anderson,2024-09-27 18:53:00,2024,91
Texas,Walker,2024-09-20 03:27:00,2024,90
Texas,Cherokee,2024-10-01 20:52:00,2024,92
Texas,Bastrop,2024-09-26 00:46:14,2024,91
Texas,Freestone,2024-09-28 21:18:00,2024,91
Texas,Navarro,2024-09-22 23:16:13,2024,91
Texas,Walker,2024-09-27 20:14:00,2024,91
Texas,Fannin,2024-09-29 00:13:00,2024,92
Texas,Palo Pinto,2024-09-21 20:47:24,2024,90
Texas,Clay,2024-10-05 16:42:12,2024,92
Texas,Palo Pinto,2024-10-01 16:34:40,2024,92
Texas,DeWitt,2024-09-28 20:33:15,2024,91
Texas,DeWitt,2024-08-30 21:59:59,2024,87
Texas,Rusk,2024-09-10 19:05:00,2024,89
Texas,Rusk,2024-10-04 00:03:00,2024,92
Texas,Upshur,2024-09-10 18:45:00,2024,89
Texas,Rusk,2024-09-08 22:08:00,2024,89
Texas,Franklin,2024-09-30 21:33:00,2024,92
Texas,Rusk,2024-10-07 22:33:00,2024,93
Texas,Upshur,2024-09-09 21:27:00,2024,89
Texas,Cass,2024-09-08 22:50:00,2024,89
Texas,Wood,2024-09-20 18:21:00,2024,90
Texas,Morris,2024-09-09 20:51:00,2024,89
Texas,Marion,2024-09-08 22:48:00,2024,89
Texas,Angelina,2024-09-28 20:16:00,2024,91
Texas,Rusk,2024-09-28 19:29:00,2024,91
Texas,Jasper,2024-09-28 23:35:00,2024,91
Texas,Newton,2024-10-07 01:05:00,2024,93
Texas,Jasper,2024-10-02 01:12:00,2024,92
Texas,Liberty,2024-10-07 21:00:00,2024,93
Texas,Orange,2024-08-22 22:08:00,2024,86
Texas,Travis,2024-10-10 18:46:02,2024,93
Texas,Montgomery,2024-10-10 14:22:00,2024,93
Texas,Robertson,2024-09-29 19:29:16,2024,92
Texas,Walker,2024-10-09 19:28:00,2024,93
Texas,Refugio,2024-10-10 20:55:42,2024,93
Texas,Liberty,2024-10-06 23:00:00,2024,93
Texas,Liberty,2024-10-11 17:39:29,2024,93
Texas,Walker,2024-10-12 22:35:00,2024,93
Texas,Chambers,2024-10-09 22:38:00,2024,93
Texas,Washington,2024-10-12 21:21:15,2024,93
Texas,Madison,2024-10-13 19:28:44,2024,94
Texas,Caldwell,2024-10-12 20:05:49,2024,93
Texas,Caldwell,2024-10-11 22:31:45,2024,93
Texas,Anderson,2024-10-11 19:06:00,2024,93
Texas,Gregg,2024-10-09 21:53:00,2024,93
Texas,Rusk,2024-10-12 22:25:00,2024,93
Texas,Harrison,2024-10-10 19:34:00,2024,93
Texas,Upshur,2024-10-10 04:23:00,2024,93
Texas,Upshur,2024-10-11 20:48:00,2024,93
Texas,Cherokee,2024-10-11 16:38:00,2024,93
Texas,Morris,2024-10-10 18:47:00,2024,93
Texas,Nacogdoches,2024-10-12 18:49:00,2024,93
Texas,Hunt,2024-10-10 18:50:38,2024,93
Texas,Anderson,2024-10-13 20:38:27,2024,94
Texas,Harrison,2024-10-10 17:19:00,2024,93
Texas,Hopkins,2024-10-12 21:24:00,2024,93
Texas,Hunt,2024-10-12 20:38:43,2024,93
Texas,Harrison,2024-10-13 18:14:00,2024,94
Texas,Rusk,2024-10-13 20:05:00,2024,94
Texas,Houston,2024-10-12 18:05:00,2024,93
Texas,Clay,2024-10-12 18:03:57,2024,93
Texas,Shackelford,2024-10-11 20:29:14,2024,93
Texas,Clay,2024-10-11 21:35:55,2024,93
Texas,Randall,2024-10-14 21:06:09,2024,94
Texas,Randall,2024-10-15 19:01:57,2024,94
Texas,Williamson,2024-10-15 19:31:12,2024,94
Texas,Victoria,2024-10-15 19:39:52,2024,94
Texas,Shelby,2024-10-16 03:24:00,2024,94
Texas,Angelina,2024-10-16 10:35:00,2024,94
Texas,Harrison,2024-10-14 19:25:00,2024,94
Texas,Wood,2024-10-14 21:28:00,2024,94
Texas,Cass,2024-10-16 02:12:00,2024,94
Texas,Rusk,2024-10-14 18:37:00,2024,94
Texas,Bowie,2024-10-14 20:16:00,2024,94
Texas,Red River,2024-10-15 18:05:00,2024,94
Texas,Montgomery,2024-02-25 15:43:55,2024,61
Texas,Montgomery,2024-09-14 18:30:00,2024,89
Texas,Walker,2024-03-14 19:47:40,2024,63
Texas,San Jacinto,2024-02-24 20:39:00,2024,60
Texas,Colorado,2024-10-18 18:48:58,2024,94
Texas,San Saba,2024-10-20 20:23:02,2024,95
Texas,Montgomery,2024-10-16 17:12:15,2024,94
Texas,Harris,2024-10-17 22:50:00,2024,94
Texas,Williamson,2024-10-16 22:46:07,2024,94
Texas,Freestone,2024-10-17 20:59:19,2024,94
Texas,Cherokee,2024-10-17 21:08:00,2024,94
Texas,Waller,2024-10-16 18:27:00,2024,94
Texas,Anderson,2024-10-19 20:57:00,2024,94
Texas,Houston,2024-10-17 19:39:00,2024,94
Texas,Waller,2024-10-16 18:23:17,2024,94
Texas,Newton,2024-10-19 19:24:00,2024,94
Texas,Liberty,2024-10-20 21:11:00,2024,95
Texas,Jackson,2024-10-18 22:25:08,2024,94
Texas,Newton,2024-10-16 19:26:00,2024,94
Texas,Polk,2024-10-16 18:06:00,2024,94
Texas,Victoria,2024-10-19 17:54:41,2024,94
Texas,Jasper,2024-10-17 20:54:00,2024,94
Texas,Jasper,2024-10-16 23:30:00,2024,94
Texas,Liberty,2024-10-17 00:29:00,2024,94
Texas,Polk,2024-10-20 21:09:00,2024,95
Texas,Cherokee,2024-10-16 20:32:00,2024,94
Texas,Nacogdoches,2024-10-16 20:30:05,2024,94
Texas,Upshur,2024-10-19 00:00:00,2024,94
Texas,Cass,2024-10-17 15:28:00,2024,94
Texas,Panola,2024-10-16 19:51:00,2024,94
Texas,Harrison,2024-10-18 17:06:00,2024,94
Texas,Marion,2024-10-19 20:43:00,2024,94
Texas,Upshur,2024-10-19 17:21:00,2024,94
Texas,Titus,2024-10-17 22:34:00,2024,94
Texas,Rusk,2024-10-16 19:49:00,2024,94
Texas,Rusk,2024-10-16 17:35:00,2024,94
Texas,Rusk,2024-10-17 14:53:00,2024,94
Texas,Cass,2024-10-17 19:38:40,2024,94
Texas,Camp,2024-10-18 18:43:00,2024,94
Texas,Cass,2024-10-16 16:43:00,2024,94
Texas,Fannin,2024-10-21 20:35:07,2024,95
Texas,Fannin,2024-10-21 19:22:06,2024,95
Texas,Red River,2024-10-21 18:39:00,2024,95
Texas,Milam,2024-10-25 20:07:10,2024,95
Texas,Madison,2024-10-24 20:06:50,2024,95
Texas,Walker,2024-10-22 20:20:00,2024,95
Texas,Houston,2024-10-23 22:08:00,2024,95
Texas,Cherokee,2024-10-23 18:39:00,2024,95
Texas,Anderson,2024-10-23 19:42:00,2024,95
Texas,Upshur,2024-10-25 20:03:00,2024,95
Texas,Bowie,2024-10-22 17:30:00,2024,95
Texas,Cherokee,2024-10-22 20:58:00,2024,95
Texas,Harrison,2024-10-25 23:13:00,2024,95
Texas,Cass,2024-10-23 21:31:00,2024,95
Texas,Harrison,2024-10-24 23:10:00,2024,95
Texas,Upshur,2024-10-22 21:13:00,2024,95
Texas,Harrison,2024-10-26 17:39:00,2024,95
Texas,Harrison,2024-10-25 22:41:00,2024,95
Texas,Angelina,2024-10-20 19:04:00,2024,95
Texas,Fannin,2024-10-23 20:46:54,2024,95
Texas,Nacogdoches,2024-10-28 08:16:00,2024,96
Texas,Anderson,2024-10-27 18:20:00,2024,96
Texas,Marion,2024-10-25 21:43:00,2024,95
Texas,Panola,2024-10-22 20:40:00,2024,95
Texas,Trinity,2024-10-26 20:09:00,2024,95
Texas,San Jacinto,2024-10-23 17:21:00,2024,95
Texas,Jasper,2024-10-26 20:55:00,2024,95
Texas,Liberty,2024-10-27 23:02:00,2024,96
Texas,Liberty,2024-10-27 20:48:00,2024,96
Texas,Liberty,2024-10-27 21:29:00,2024,96
Texas,Angelina,2024-10-24 22:10:00,2024,95
Texas,Clay,2024-10-24 20:41:18,2024,95
Texas,Palo Pinto,2024-10-21 19:31:18,2024,95
Texas,Hardin,2024-10-28 17:55:00,2024,96
Texas,Chambers,2024-10-28 19:42:00,2024,96
Texas,Walker,2024-10-28 14:52:28,2024,96
Texas,Cherokee,2024-10-28 21:22:00,2024,96
Texas,Wichita,2024-10-30 17:37:30,2024,96
Texas,Throckmorton,2024-10-29 18:59:21,2024,96
Texas,Houston,2024-10-29 20:08:00,2024,96
Texas,Jasper,2024-10-29 22:06:00,2024,96
Texas,Liberty,2024-10-30 00:06:00,2024,96
Texas,Caldwell,2024-10-30 20:13:00,2024,96
Texas,Newton,2024-10-29 23:42:00,2024,96
Texas,Rusk,2024-10-29 23:38:00,2024,96
Texas,Bowie,2024-10-29 17:27:00,2024,96
Texas,Upshur,2024-10-29 17:35:00,2024,96
Texas,Cherokee,2024-10-29 22:19:00,2024,96
Texas,Rusk,2024-10-29 18:36:00,2024,96
Texas,Rusk,2024-10-29 00:43:00,2024,96
Texas,Rusk,2024-10-29 21:45:00,2024,96
Texas,Bowie,2024-10-30 12:15:00,2024,96
Texas,Bastrop,2024-11-03 19:26:36,2024,97
Texas,Hall,2024-11-01 21:36:49,2024,96
Texas,Potter,2024-10-30 21:35:59,2024,96
Texas,Wichita,2024-10-31 12:58:07,2024,96
Texas,Bee,2024-11-03 22:10:38,2024,97
Texas,San Jacinto,2024-10-26 21:34:32,2024,95
Texas,Walker,2024-10-22 21:42:53,2024,95
Texas,Brazoria,2024-10-08 22:00:00,2024,93
Texas,Falls,2024-11-16 19:27:48,2024,98
Texas,Wood,2024-11-24 23:23:00,2024,100
Texas,Angelina,2024-11-02 18:08:00,2024,96
Texas,Bowie,2024-11-14 21:04:00,2024,98
Texas,Liberty,2024-11-25 19:35:00,2024,100
Texas,Walker,2024-11-24 20:35:00,2024,100
Texas,Newton,2024-11-18 14:00:00,2024,99
Texas,Houston,2024-11-15 18:00:00,2024,98
Texas,Jim Wells,2024-11-15 19:27:53,2024,98
Texas,Bee,2024-11-22 18:44:27,2024,99
Texas,Goliad,2024-11-24 18:19:47,2024,100
Texas,Gonzales,2024-11-06 21:26:40,2024,97
Texas,Victoria,2024-12-02 19:54:05,2024,101
Texas,Houston,2024-11-28 06:36:00,2024,100
Texas,Anderson,2024-11-29 00:12:00,2024,100
Texas,Walker,2024-12-02 23:21:00,2024,101
Texas,Trinity,2024-11-27 20:50:00,2024,100
Texas,Hutchinson,2023-12-19 17:15:00,2023,51
Texas,Hutchinson,2024-12-11 21:01:54,2024,102
Texas,Polk,2023-08-20 19:40:17,2023,34
Texas,Moore,2024-05-29 15:17:19,2024,74
Texas,Hutchinson,2024-04-08 18:23:00,2024,67
Texas,Polk,2024-02-19 23:45:00,2024,60
Texas,Polk,2024-04-06 22:00:00,2024,66
Texas,Montgomery,2024-12-03 17:44:00,2024,101
Texas,Blanco,2024-12-17 20:26:33,2024,103
Texas,Bee,2024-12-10 18:48:48,2024,102
Texas,Nacogdoches,2024-12-22 20:41:00,2024,104
Texas,Walker,2024-12-21 18:04:00,2024,103
Texas,Tyler,2024-06-28 13:30:00,2024,78
Texas,Hardin,2024-01-29 20:30:00,2024,57
Texas,Starr,2024-12-30 03:00:50,2024,105
Texas,Starr,2024-11-22 18:00:58,2024,99
Texas,Starr,2024-12-30 04:00:53,2024,105
Texas,Starr,2024-11-22 19:03:15,2024,99
Texas,Hidalgo,2024-12-24 22:14:20,2024,104
Texas,Sabine,2024-10-20 21:29:00,2024,95
Texas,Sabine,2024-10-29 18:45:00,2024,96
Texas,Sabine,2024-10-21 15:32:00,2024,95
Texas,Sabine,2024-10-18 23:37:00,2024,94
Texas,Shelby,2024-02-26 00:36:00,2024,61
Texas,Fannin,2024-09-20 23:00:00,2024,90
Texas,Potter,2024-05-15 02:20:22,2024,72
Texas,Val Verde,2024-03-22 21:58:00,2024,64
Texas,Brewster,2024-05-23 15:30:00,2024,73
Texas,Hutchinson,2024-04-29 14:04:57,2024,70
Texas,Hutchinson,2024-04-17 14:57:30,2024,68
Texas,Moore,2024-02-24 21:35:26,2024,60
Texas,Hutchinson,2024-04-17 15:01:55,2024,68
Texas,Moore,2024-02-27 00:23:16,2024,61
Texas,Brewster,2024-03-07 14:44:23,2024,62
Texas,Brewster,2024-08-25 15:00:00,2024,87
Texas,Harris,2023-09-01 01:11:26,2023,35
Texas,San Jacinto,2023-08-27 20:14:40,2023,35
Texas,Shelby,2023-08-27 22:27:50,2023,35
Texas,Guadalupe,2023-08-31 19:16:38,2023,35
Texas,Liberty,2023-08-27 22:32:11,2023,35
Texas,Bowie,2023-08-31 23:48:09,2023,35
Texas,Runnels,2023-08-27 22:14:58,2023,35
Texas,Cherokee,2024-10-19 19:22:00,2024,94
Texas,Brewster,2024-10-20 17:00:00,2024,95
